1.49813970351E9,eduroam,08:ea:44:96:ec:eb,5220,-80
1.49813970351E9,eduroam,08:ea:44:96:ec:d6,2437,-70
1.49813970351E9,OWL,08:ea:44:96:ec:ea,5220,-80
1.49813970351E9,OWL,08:ea:44:96:ec:d5,2437,-70
1.49813970351E9,eduroam,18:8b:45:09:70:0f,5280,-79
1.49813970351E9,OWL,18:8b:45:09:70:0e,5280,-79
1.49813970351E9,OWL,18:8b:45:09:70:ee,5280,-84
1.49813970351E9,eduroam,18:8b:45:09:70:ef,5280,-83
1.49813970351E9,,08:ea:44:96:ec:e4,5220,-80
1.49813970351E9,OWL,00:81:c4:85:07:a1,2462,-59
1.49813970351E9,eduroam,40:18:b1:7b:42:15,2462,-87
1.49813970351E9,eduroam,40:18:b1:7b:3e:95,2412,-87
1.49813970351E9,OWL,40:18:b1:7b:3e:94,2412,-88
1.49813970351E9,OWL,40:18:b1:78:89:d4,2437,-83
1.49813970351E9,eduroam,08:ea:44:96:ec:96,2462,-89
1.49813970351E9,OWL,08:ea:44:96:ec:95,2462,-88
1.49813970351E9,eduroam,00:2a:10:3d:b0:10,2437,-67
1.49813970351E9,eduroam,40:18:b1:78:a9:55,2412,-89
1.49813970351E9,eduroam,40:18:b1:78:89:d5,2437,-82
1.49813970351E9,OWL,00:2a:10:1a:69:81,2462,-84
1.49813970351E9,OWL,00:2a:10:0d:6d:31,2412,-85
1.498139703612E9,eduroam,00:81:c4:85:07:a0,2462,-57
1.498139703612E9,TP-LINK_5GHz_6FF5D0,e8:de:27:6f:f5:d0,5745,-46
1.498139703612E9,TP-LINK_5GHz_6FE4D8,e8:de:27:6f:e4:d8,5745,-43
1.498139703612E9,TP-LINK_5GHz_7002B4,e8:de:27:70:02:b4,5745,-48
1.498139703612E9,AP_3,e8:de:27:6f:f5:d1,2432,-43
1.498139703612E9,AP_1,e8:de:27:6f:e4:d9,2432,-38
1.498139703612E9,AP_2,e8:de:27:70:02:b5,2432,-40
1.498139703612E9,eduroam,00:2a:10:3d:b0:1f,5220,-70
1.498139703612E9,Anthony's iMac,10:9a:dd:a0:fb:1e,2462,-84
1.498139703612E9,eduroam,40:18:b1:78:86:55,2462,-84
1.498139703612E9,OWL,00:2a:10:3d:b0:1e,5220,-71
1.498139703612E9,eduroam,08:ea:44:96:ec:eb,5220,-80
1.498139703612E9,eduroam,08:ea:44:96:ec:d6,2437,-70
1.498139703612E9,OWL,08:ea:44:96:ec:ea,5220,-80
1.498139703612E9,OWL,08:ea:44:96:ec:d5,2437,-70
1.498139703612E9,eduroam,18:8b:45:09:70:0f,5280,-79
1.498139703612E9,OWL,18:8b:45:09:70:0e,5280,-79
1.498139703612E9,OWL,18:8b:45:09:70:ee,5280,-84
1.498139703612E9,eduroam,18:8b:45:09:70:ef,5280,-83
1.498139703612E9,,08:ea:44:96:ec:e4,5220,-80
1.498139703612E9,OWL,00:81:c4:85:07:a1,2462,-59
1.498139703612E9,eduroam,40:18:b1:7b:42:15,2462,-87
1.498139703612E9,eduroam,40:18:b1:7b:3e:95,2412,-87
1.498139703612E9,OWL,40:18:b1:7b:3e:94,2412,-88
1.498139703612E9,OWL,40:18:b1:78:89:d4,2437,-83
1.498139703612E9,eduroam,08:ea:44:96:ec:96,2462,-89
1.498139703612E9,OWL,08:ea:44:96:ec:95,2462,-88
1.498139703612E9,eduroam,00:2a:10:3d:b0:10,2437,-67
1.498139703612E9,eduroam,40:18:b1:78:a9:55,2412,-89
1.498139703612E9,eduroam,40:18:b1:78:89:d5,2437,-82
1.498139703612E9,OWL,00:2a:10:1a:69:81,2462,-84
1.498139703612E9,OWL,00:2a:10:0d:6d:31,2412,-85
1.498139703714E9,eduroam,00:81:c4:85:07:a0,2462,-57
1.498139703714E9,TP-LINK_5GHz_6FF5D0,e8:de:27:6f:f5:d0,5745,-46
1.498139703714E9,TP-LINK_5GHz_6FE4D8,e8:de:27:6f:e4:d8,5745,-43
1.498139703714E9,TP-LINK_5GHz_7002B4,e8:de:27:70:02:b4,5745,-48
1.498139703714E9,AP_3,e8:de:27:6f:f5:d1,2432,-43
1.498139703714E9,AP_1,e8:de:27:6f:e4:d9,2432,-38
1.498139703714E9,AP_2,e8:de:27:70:02:b5,2432,-40
1.498139703714E9,eduroam,00:2a:10:3d:b0:1f,5220,-70
1.498139703714E9,Anthony's iMac,10:9a:dd:a0:fb:1e,2462,-84
1.498139703714E9,eduroam,40:18:b1:78:86:55,2462,-84
1.498139703714E9,OWL,00:2a:10:3d:b0:1e,5220,-71
1.498139703714E9,eduroam,08:ea:44:96:ec:eb,5220,-80
1.498139703714E9,eduroam,08:ea:44:96:ec:d6,2437,-70
1.498139703714E9,OWL,08:ea:44:96:ec:ea,5220,-80
1.498139703714E9,OWL,08:ea:44:96:ec:d5,2437,-70
1.498139703714E9,eduroam,18:8b:45:09:70:0f,5280,-79
1.498139703714E9,OWL,18:8b:45:09:70:0e,5280,-79
1.498139703714E9,OWL,18:8b:45:09:70:ee,5280,-84
1.498139703714E9,eduroam,18:8b:45:09:70:ef,5280,-83
1.498139703714E9,,08:ea:44:96:ec:e4,5220,-80
1.498139703714E9,OWL,00:81:c4:85:07:a1,2462,-59
1.498139703714E9,eduroam,40:18:b1:7b:42:15,2462,-87
1.498139703714E9,eduroam,40:18:b1:7b:3e:95,2412,-87
1.498139703714E9,OWL,40:18:b1:7b:3e:94,2412,-88
1.498139703714E9,OWL,40:18:b1:78:89:d4,2437,-83
1.498139703714E9,eduroam,08:ea:44:96:ec:96,2462,-89
1.498139703714E9,OWL,08:ea:44:96:ec:95,2462,-88
1.498139703714E9,eduroam,00:2a:10:3d:b0:10,2437,-67
1.498139703714E9,eduroam,40:18:b1:78:a9:55,2412,-89
1.498139703714E9,eduroam,40:18:b1:78:89:d5,2437,-82
1.498139703714E9,OWL,00:2a:10:1a:69:81,2462,-84
1.498139703714E9,OWL,00:2a:10:0d:6d:31,2412,-85
1.498139703815E9,eduroam,00:81:c4:85:07:a0,2462,-57
1.498139703815E9,TP-LINK_5GHz_6FF5D0,e8:de:27:6f:f5:d0,5745,-46
1.498139703815E9,TP-LINK_5GHz_6FE4D8,e8:de:27:6f:e4:d8,5745,-43
1.498139703815E9,TP-LINK_5GHz_7002B4,e8:de:27:70:02:b4,5745,-48
1.498139703815E9,AP_3,e8:de:27:6f:f5:d1,2432,-43
1.498139703815E9,AP_1,e8:de:27:6f:e4:d9,2432,-38
1.498139703815E9,AP_2,e8:de:27:70:02:b5,2432,-40
1.498139703815E9,eduroam,00:2a:10:3d:b0:1f,5220,-70
1.498139703815E9,Anthony's iMac,10:9a:dd:a0:fb:1e,2462,-84
1.498139703815E9,eduroam,40:18:b1:78:86:55,2462,-84
1.498139703815E9,OWL,00:2a:10:3d:b0:1e,5220,-71
1.498139703815E9,eduroam,08:ea:44:96:ec:eb,5220,-80
1.498139703815E9,eduroam,08:ea:44:96:ec:d6,2437,-70
1.498139703815E9,OWL,08:ea:44:96:ec:ea,5220,-80
1.498139703815E9,OWL,08:ea:44:96:ec:d5,2437,-70
1.498139703815E9,eduroam,18:8b:45:09:70:0f,5280,-79
1.498139703815E9,OWL,18:8b:45:09:70:0e,5280,-79
1.498139703815E9,OWL,18:8b:45:09:70:ee,5280,-84
1.498139703815E9,eduroam,18:8b:45:09:70:ef,5280,-83
1.498139703815E9,,08:ea:44:96:ec:e4,5220,-80
1.498139703815E9,OWL,00:81:c4:85:07:a1,2462,-59
1.498139703815E9,eduroam,40:18:b1:7b:42:15,2462,-87
1.498139703815E9,eduroam,40:18:b1:7b:3e:95,2412,-87
1.498139703815E9,OWL,40:18:b1:7b:3e:94,2412,-88
1.498139703815E9,OWL,40:18:b1:78:89:d4,2437,-83
1.498139703815E9,eduroam,08:ea:44:96:ec:96,2462,-89
1.498139703815E9,OWL,08:ea:44:96:ec:95,2462,-88
1.498139703815E9,eduroam,00:2a:10:3d:b0:10,2437,-67
1.498139703815E9,eduroam,40:18:b1:78:a9:55,2412,-89
1.498139703815E9,eduroam,40:18:b1:78:89:d5,2437,-82
1.498139703815E9,OWL,00:2a:10:1a:69:81,2462,-84
1.498139703815E9,OWL,00:2a:10:0d:6d:31,2412,-85
1.498139705209E9,eduroam,00:81:c4:85:07:a0,2462,-57
1.498139705209E9,TP-LINK_5GHz_6FF5D0,e8:de:27:6f:f5:d0,5745,-47
1.498139705209E9,TP-LINK_5GHz_6FE4D8,e8:de:27:6f:e4:d8,5745,-42
1.498139705209E9,TP-LINK_5GHz_7002B4,e8:de:27:70:02:b4,5745,-48
1.498139705209E9,AP_3,e8:de:27:6f:f5:d1,2432,-43
1.498139705209E9,AP_1,e8:de:27:6f:e4:d9,2432,-37
1.498139705209E9,AP_2,e8:de:27:70:02:b5,2432,-39
1.498139705209E9,eduroam,00:2a:10:3d:b0:1f,5220,-72
1.498139705209E9,Anthony's iMac,10:9a:dd:a0:fb:1e,2462,-84
1.498139705209E9,eduroam,40:18:b1:78:86:55,2462,-84
1.498139705209E9,OWL,00:2a:10:3d:b0:1e,5220,-74
1.498139705209E9,eduroam,08:ea:44:96:ec:eb,5220,-76
1.498139705209E9,eduroam,08:ea:44:96:ec:d6,2437,-70
1.498139705209E9,OWL,08:ea:44:96:ec:ea,5220,-76
1.498139705209E9,OWL,08:ea:44:96:ec:d5,2437,-70
1.498139705209E9,eduroam,18:8b:45:09:70:0f,5280,-79
1.498139705209E9,OWL,18:8b:45:09:70:0e,5280,-80
1.498139705209E9,OWL,18:8b:45:09:70:ee,5280,-80
1.498139705209E9,eduroam,18:8b:45:09:70:ef,5280,-80
1.498139705209E9,,08:ea:44:96:ec:e4,5220,-80
1.498139705209E9,OWL,00:81:c4:85:07:a1,2462,-56
1.498139705209E9,eduroam,40:18:b1:7b:42:15,2462,-87
1.498139705209E9,eduroam,40:18:b1:7b:3e:95,2412,-87
1.498139705209E9,OWL,40:18:b1:7b:3e:94,2412,-88
1.498139705209E9,OWL,40:18:b1:78:89:d4,2437,-83
1.498139705209E9,eduroam,00:2a:10:3d:b0:10,2437,-67
1.498139705209E9,eduroam,40:18:b1:78:89:d5,2437,-81
1.498139705209E9,OWL,00:2a:10:1a:69:81,2462,-84
1.498139705209E9,OWL,00:2a:10:0d:6d:31,2412,-85
1.498139705209E9,OWL,40:18:b1:7b:42:14,2462,-92
1.498139706701E9,eduroam,00:81:c4:85:07:a0,2462,-58
1.498139706701E9,TP-LINK_5GHz_6FF5D0,e8:de:27:6f:f5:d0,5745,-49
1.498139706701E9,TP-LINK_5GHz_6FE4D8,e8:de:27:6f:e4:d8,5745,-42
1.498139706701E9,TP-LINK_5GHz_7002B4,e8:de:27:70:02:b4,5745,-50
1.498139706701E9,AP_3,e8:de:27:6f:f5:d1,2432,-45
1.498139706701E9,AP_1,e8:de:27:6f:e4:d9,2432,-35
1.498139706701E9,AP_2,e8:de:27:70:02:b5,2432,-42
1.498139706701E9,eduroam,00:2a:10:3d:b0:1f,5220,-75
1.498139706701E9,Anthony's iMac,10:9a:dd:a0:fb:1e,2462,-85
1.498139706701E9,eduroam,40:18:b1:78:86:55,2462,-84
1.498139706701E9,OWL,00:2a:10:3d:b0:1e,5220,-75
1.498139706701E9,eduroam,08:ea:44:96:ec:eb,5220,-77
1.498139706701E9,eduroam,08:ea:44:96:ec:d6,2437,-70
1.498139706701E9,OWL,08:ea:44:96:ec:ea,5220,-77
1.498139706701E9,OWL,08:ea:44:96:ec:d5,2437,-67
1.498139706701E9,eduroam,18:8b:45:09:70:0f,5280,-78
1.498139706701E9,OWL,18:8b:45:09:70:0e,5280,-78
1.498139706701E9,OWL,18:8b:45:09:70:ee,5280,-79
1.498139706701E9,eduroam,18:8b:45:09:70:ef,5280,-80
1.498139706701E9,,08:ea:44:96:ec:e4,5220,-77
1.498139706701E9,OWL,00:81:c4:85:07:a1,2462,-56
1.498139706701E9,eduroam,40:18:b1:7b:42:15,2462,-90
1.498139706701E9,eduroam,40:18:b1:7b:3e:95,2412,-87
1.498139706701E9,OWL,40:18:b1:7b:3e:94,2412,-88
1.498139706701E9,OWL,40:18:b1:78:89:d4,2437,-83
1.498139706701E9,eduroam,00:2a:10:3d:b0:10,2437,-67
1.498139706701E9,eduroam,40:18:b1:78:89:d5,2437,-81
1.498139706701E9,OWL,00:2a:10:1a:69:81,2462,-83
1.498139706701E9,OWL,00:2a:10:0d:6d:31,2412,-85
1.498139706701E9,OWL,40:18:b1:7b:42:14,2462,-91
1.498139706701E9,eduroam,40:18:b1:78:86:6a,5180,-91
1.498139706701E9,eduroam,00:2a:10:1a:69:80,2462,-83
1.498139708144E9,eduroam,00:81:c4:85:07:a0,2462,-57
1.498139708144E9,TP-LINK_5GHz_6FF5D0,e8:de:27:6f:f5:d0,5745,-49
1.498139708144E9,TP-LINK_5GHz_6FE4D8,e8:de:27:6f:e4:d8,5745,-41
1.498139708144E9,TP-LINK_5GHz_7002B4,e8:de:27:70:02:b4,5745,-54
1.498139708144E9,AP_3,e8:de:27:6f:f5:d1,2432,-43
1.498139708144E9,AP_1,e8:de:27:6f:e4:d9,2432,-37
1.498139708144E9,AP_2,e8:de:27:70:02:b5,2432,-42
1.498139708144E9,eduroam,00:2a:10:3d:b0:1f,5220,-70
1.498139708144E9,Anthony's iMac,10:9a:dd:a0:fb:1e,2462,-86
1.498139708144E9,eduroam,40:18:b1:78:86:55,2462,-86
1.498139708144E9,OWL,00:2a:10:3d:b0:1e,5220,-71
1.498139708144E9,eduroam,08:ea:44:96:ec:eb,5220,-81
1.498139708144E9,eduroam,08:ea:44:96:ec:d6,2437,-70
1.498139708144E9,OWL,08:ea:44:96:ec:ea,5220,-81
1.498139708144E9,OWL,08:ea:44:96:ec:d5,2437,-70
1.498139708144E9,eduroam,18:8b:45:09:70:0f,5280,-78
1.498139708144E9,OWL,18:8b:45:09:70:0e,5280,-78
1.498139708144E9,OWL,18:8b:45:09:70:ee,5280,-79
1.498139708144E9,eduroam,18:8b:45:09:70:ef,5280,-79
1.498139708144E9,,08:ea:44:96:ec:e4,5220,-77
1.498139708144E9,OWL,00:81:c4:85:07:a1,2462,-56
1.498139708144E9,eduroam,40:18:b1:7b:42:15,2462,-90
1.498139708144E9,eduroam,40:18:b1:7b:3e:95,2412,-87
1.498139708144E9,OWL,40:18:b1:7b:3e:94,2412,-88
1.498139708144E9,OWL,40:18:b1:78:89:d4,2437,-83
1.498139708144E9,eduroam,00:2a:10:3d:b0:10,2437,-67
1.498139708144E9,eduroam,40:18:b1:78:89:d5,2437,-81
1.498139708144E9,OWL,00:2a:10:1a:69:81,2462,-83
1.498139708144E9,OWL,00:2a:10:0d:6d:31,2412,-85
1.498139708144E9,OWL,40:18:b1:7b:42:14,2462,-91
1.498139708144E9,eduroam,40:18:b1:78:86:6a,5180,-91
1.498139708144E9,eduroam,00:2a:10:1a:69:80,2462,-83
1.498139708144E9,eduroam,40:18:b1:78:a9:55,2412,-89
1.498139709591E9,eduroam,00:81:c4:85:07:a0,2462,-58
1.498139709591E9,TP-LINK_5GHz_6FF5D0,e8:de:27:6f:f5:d0,5745,-49
1.498139709591E9,TP-LINK_5GHz_6FE4D8,e8:de:27:6f:e4:d8,5745,-41
1.498139709591E9,TP-LINK_5GHz_7002B4,e8:de:27:70:02:b4,5745,-50
1.498139709591E9,AP_3,e8:de:27:6f:f5:d1,2432,-45
1.498139709591E9,AP_1,e8:de:27:6f:e4:d9,2432,-43
1.498139709591E9,AP_2,e8:de:27:70:02:b5,2432,-46
1.498139709591E9,eduroam,00:2a:10:3d:b0:1f,5220,-74
1.498139709591E9,Anthony's iMac,10:9a:dd:a0:fb:1e,2462,-86
1.498139709591E9,eduroam,40:18:b1:78:86:55,2462,-82
1.498139709591E9,OWL,00:2a:10:3d:b0:1e,5220,-74
1.498139709591E9,eduroam,08:ea:44:96:ec:eb,5220,-80
1.498139709591E9,eduroam,08:ea:44:96:ec:d6,2437,-70
1.498139709591E9,OWL,08:ea:44:96:ec:ea,5220,-80
1.498139709591E9,OWL,08:ea:44:96:ec:d5,2437,-74
1.498139709592E9,eduroam,18:8b:45:09:70:0f,5280,-78
1.498139709592E9,OWL,18:8b:45:09:70:0e,5280,-78
1.498139709592E9,OWL,18:8b:45:09:70:ee,5280,-79
1.498139709592E9,eduroam,18:8b:45:09:70:ef,5280,-79
1.498139709592E9,,08:ea:44:96:ec:e4,5220,-77
1.498139709592E9,OWL,00:81:c4:85:07:a1,2462,-56
1.498139709592E9,eduroam,40:18:b1:7b:42:15,2462,-86
1.498139709592E9,eduroam,40:18:b1:7b:3e:95,2412,-90
1.498139709592E9,OWL,40:18:b1:7b:3e:94,2412,-90
1.498139709592E9,OWL,40:18:b1:78:89:d4,2437,-83
1.498139709592E9,eduroam,00:2a:10:3d:b0:10,2437,-67
1.498139709592E9,eduroam,40:18:b1:78:89:d5,2437,-81
1.498139709592E9,OWL,00:2a:10:1a:69:81,2462,-85
1.498139709592E9,OWL,00:2a:10:0d:6d:31,2412,-85
1.498139709592E9,OWL,40:18:b1:7b:42:14,2462,-87
1.498139709592E9,eduroam,40:18:b1:78:86:6a,5180,-91
1.498139709592E9,eduroam,00:2a:10:1a:69:80,2462,-83
1.498139709592E9,eduroam,40:18:b1:78:a9:55,2412,-89
1.498139711102E9,eduroam,00:81:c4:85:07:a0,2462,-57
1.498139711102E9,TP-LINK_5GHz_6FF5D0,e8:de:27:6f:f5:d0,5745,-47
1.498139711102E9,TP-LINK_5GHz_6FE4D8,e8:de:27:6f:e4:d8,5745,-44
1.498139711102E9,TP-LINK_5GHz_7002B4,e8:de:27:70:02:b4,5745,-54
1.498139711102E9,AP_3,e8:de:27:6f:f5:d1,2432,-45
1.498139711102E9,AP_1,e8:de:27:6f:e4:d9,2432,-43
1.498139711102E9,AP_2,e8:de:27:70:02:b5,2432,-46
1.498139711102E9,eduroam,00:2a:10:3d:b0:1f,5220,-70
1.498139711102E9,Anthony's iMac,10:9a:dd:a0:fb:1e,2462,-86
1.498139711102E9,eduroam,40:18:b1:78:86:55,2462,-83
1.498139711102E9,OWL,00:2a:10:3d:b0:1e,5220,-70
1.498139711102E9,eduroam,08:ea:44:96:ec:eb,5220,-80
1.498139711102E9,eduroam,08:ea:44:96:ec:d6,2437,-70
1.498139711102E9,OWL,08:ea:44:96:ec:ea,5220,-80
1.498139711102E9,OWL,08:ea:44:96:ec:d5,2437,-74
1.498139711102E9,eduroam,18:8b:45:09:70:0f,5280,-79
1.498139711102E9,OWL,18:8b:45:09:70:0e,5280,-80
1.498139711102E9,OWL,18:8b:45:09:70:ee,5280,-81
1.498139711102E9,eduroam,18:8b:45:09:70:ef,5280,-81
1.498139711102E9,,08:ea:44:96:ec:e4,5220,-79
1.498139711102E9,OWL,00:81:c4:85:07:a1,2462,-60
1.498139711102E9,eduroam,40:18:b1:7b:42:15,2462,-86
1.498139711102E9,eduroam,40:18:b1:7b:3e:95,2412,-90
1.498139711102E9,OWL,40:18:b1:7b:3e:94,2412,-90
1.498139711102E9,OWL,40:18:b1:78:89:d4,2437,-83
1.498139711102E9,eduroam,40:18:b1:78:89:d5,2437,-81
1.498139711102E9,OWL,00:2a:10:1a:69:81,2462,-85
1.498139711102E9,OWL,00:2a:10:0d:6d:31,2412,-85
1.498139711102E9,OWL,40:18:b1:7b:42:14,2462,-87
1.498139711102E9,eduroam,40:18:b1:78:86:6a,5180,-91
1.498139711102E9,eduroam,00:2a:10:1a:69:80,2462,-83
1.498139711102E9,eduroam,40:18:b1:78:a9:55,2412,-89
1.498139711102E9,OWL,08:ea:44:96:ec:95,2462,-83
1.4981397125870001E9,eduroam,00:81:c4:85:07:a0,2462,-58
1.4981397125870001E9,TP-LINK_5GHz_6FF5D0,e8:de:27:6f:f5:d0,5745,-48
1.4981397125870001E9,TP-LINK_5GHz_6FE4D8,e8:de:27:6f:e4:d8,5745,-42
1.4981397125870001E9,TP-LINK_5GHz_7002B4,e8:de:27:70:02:b4,5745,-51
1.4981397125870001E9,AP_3,e8:de:27:6f:f5:d1,2432,-47
1.4981397125870001E9,AP_1,e8:de:27:6f:e4:d9,2432,-37
1.4981397125870001E9,AP_2,e8:de:27:70:02:b5,2432,-45
1.4981397125870001E9,eduroam,00:2a:10:3d:b0:1f,5220,-72
1.4981397125870001E9,Anthony's iMac,10:9a:dd:a0:fb:1e,2462,-84
1.4981397125870001E9,eduroam,40:18:b1:78:86:55,2462,-84
1.4981397125870001E9,OWL,00:2a:10:3d:b0:1e,5220,-72
1.4981397125870001E9,eduroam,08:ea:44:96:ec:eb,5220,-84
1.4981397125870001E9,OWL,08:ea:44:96:ec:ea,5220,-84
1.4981397125870001E9,OWL,08:ea:44:96:ec:d5,2437,-74
1.4981397125870001E9,eduroam,18:8b:45:09:70:0f,5280,-81
1.4981397125870001E9,OWL,18:8b:45:09:70:0e,5280,-83
1.4981397125870001E9,OWL,18:8b:45:09:70:ee,5280,-81
1.4981397125870001E9,eduroam,18:8b:45:09:70:ef,5280,-81
1.4981397125870001E9,,08:ea:44:96:ec:e4,5220,-79
1.4981397125870001E9,OWL,00:81:c4:85:07:a1,2462,-58
1.4981397125870001E9,eduroam,40:18:b1:7b:42:15,2462,-86
1.4981397125870001E9,eduroam,40:18:b1:7b:3e:95,2412,-89
1.4981397125870001E9,OWL,40:18:b1:7b:3e:94,2412,-90
1.4981397125870001E9,OWL,40:18:b1:78:89:d4,2437,-83
1.4981397125870001E9,eduroam,40:18:b1:78:89:d5,2437,-81
1.4981397125870001E9,OWL,00:2a:10:1a:69:81,2462,-85
1.4981397125870001E9,OWL,00:2a:10:0d:6d:31,2412,-85
1.4981397125870001E9,OWL,40:18:b1:7b:42:14,2462,-87
1.4981397125870001E9,eduroam,40:18:b1:78:86:6a,5180,-91
1.4981397125870001E9,eduroam,00:2a:10:1a:69:80,2462,-85
1.4981397125870001E9,eduroam,40:18:b1:78:a9:55,2412,-88
1.4981397125870001E9,OWL,08:ea:44:96:ec:95,2462,-83
1.4981397125870001E9,eduroam,40:18:b1:7b:57:55,2412,-91
1.4981397125870001E9,OWL,40:18:b1:7b:57:54,2412,-89
1.498139714099E9,eduroam,00:81:c4:85:07:a0,2462,-58
1.498139714099E9,TP-LINK_5GHz_6FF5D0,e8:de:27:6f:f5:d0,5745,-49
1.498139714099E9,TP-LINK_5GHz_6FE4D8,e8:de:27:6f:e4:d8,5745,-42
1.498139714099E9,TP-LINK_5GHz_7002B4,e8:de:27:70:02:b4,5745,-53
1.498139714099E9,AP_3,e8:de:27:6f:f5:d1,2432,-49
1.498139714099E9,AP_1,e8:de:27:6f:e4:d9,2432,-35
1.498139714099E9,AP_2,e8:de:27:70:02:b5,2432,-44
1.498139714099E9,eduroam,00:2a:10:3d:b0:1f,5220,-72
1.498139714099E9,Anthony's iMac,10:9a:dd:a0:fb:1e,2462,-84
1.498139714099E9,eduroam,40:18:b1:78:86:55,2462,-86
1.498139714099E9,OWL,00:2a:10:3d:b0:1e,5220,-72
1.498139714099E9,eduroam,08:ea:44:96:ec:eb,5220,-84
1.498139714099E9,OWL,08:ea:44:96:ec:ea,5220,-84
1.498139714099E9,OWL,08:ea:44:96:ec:d5,2437,-70
1.498139714099E9,eduroam,18:8b:45:09:70:0f,5280,-84
1.498139714099E9,OWL,18:8b:45:09:70:0e,5280,-84
1.498139714099E9,OWL,18:8b:45:09:70:ee,5280,-81
1.498139714099E9,eduroam,18:8b:45:09:70:ef,5280,-82
1.498139714099E9,,08:ea:44:96:ec:e4,5220,-79
1.498139714099E9,OWL,00:81:c4:85:07:a1,2462,-58
1.498139714099E9,eduroam,40:18:b1:7b:42:15,2462,-86
1.498139714099E9,eduroam,40:18:b1:7b:3e:95,2412,-89
1.498139714099E9,OWL,40:18:b1:7b:3e:94,2412,-90
1.498139714099E9,eduroam,40:18:b1:78:89:d5,2437,-81
1.498139714099E9,OWL,00:2a:10:1a:69:81,2462,-85
1.498139714099E9,OWL,40:18:b1:7b:42:14,2462,-87
1.498139714099E9,eduroam,40:18:b1:78:86:6a,5180,-91
1.498139714099E9,eduroam,00:2a:10:1a:69:80,2462,-85
1.498139714099E9,eduroam,40:18:b1:78:a9:55,2412,-88
1.498139714099E9,OWL,08:ea:44:96:ec:95,2462,-83
1.498139714099E9,eduroam,40:18:b1:7b:57:55,2412,-91
1.498139714099E9,OWL,40:18:b1:7b:57:54,2412,-89
1.498139714099E9,eduroam,18:8b:45:09:70:e0,2412,-75
1.498139714099E9,OWL,18:8b:45:09:70:e1,2412,-76
